DIA,MES,HR,TEMP
16,8,63.33,31.11
16,8,100.5,31.11
16,8,97.4,31.11
16,8,93.83,31.11
16,8,90.86,31.11
16,8,88.88,31.11
16,8,87.33,31.11
16,8,86.1,31.11
16,8,85.18,31.11
16,8,84.58,31.11
16,8,83.92,31.11
16,8,83.43,31.11
16,8,83.27,31.11
16,8,83.19,31.11
16,8,83.18,31.13
16,8,83.11,31.13
16,8,83,31.13
16,8,82.95,31.13
16,8,82.95,31.13
16,8,83.18,31.13
16,8,83.26,31.13
16,8,83.04,31.13
16,8,82.8,31.13
16,8,82.31,31.13
16,8,81.85,31.13
16,8,81.39,31.13
16,8,81,31.15
16,8,80.63,31.15
16,8,80.29,31.15
16,8,80,31.15
16,8,79.73,31.13
16,8,79.41,31.13
16,8,79.03,31.13
16,8,78.89,31.13
16,8,78.76,31.15
16,8,78.61,31.15
16,8,78.49,31.15
16,8,78.35,31.15
16,8,78.17,31.15
16,8,78.02,31.15
16,8,77.88,31.15
16,8,77.75,31.15
16,8,77.67,31.15
16,8,77.61,31.15
16,8,77.51,31.15
16,8,77.44,31.15
16,8,77.39,31.15
16,8,77.34,31.15
16,8,77.25,31.15
16,8,77.12,31.15
16,8,77.06,31.15
16,8,76.96,31.15
16,8,76.87,31.15
16,8,76.77,31.15
16,8,76.7,31.17
16,8,76.67,31.17
16,8,76.61,31.17
16,8,76.57,31.17
16,8,76.98,31.15
16,8,77.35,31.15
16,8,77.12,31.15
16,8,74.82,31.15
16,8,74.65,31.15
16,8,74.63,31.15
16,8,74.63,31.15
16,8,74.7,31.15
16,8,74.78,31.15
16,8,74.85,31.15
16,8,74.92,31.15
16,8,74.95,31.15
16,8,75,31.19
16,8,75.1,31.19
16,8,75.15,31.19
16,8,75.18,31.19
16,8,75.22,31.17
16,8,75.28,31.17
16,8,75.38,31.17
16,8,75.43,31.17
16,8,75.53,31.19
16,8,75.55,31.19
16,8,75.6,31.19
16,8,75.77,31.19
16,8,75.93,31.15
16,8,76.25,31.15
16,8,76.58,31.15
16,8,76.93,31.15
16,8,77.27,31.19
16,8,77.55,31.19
16,8,77.82,31.19
16,8,77.95,31.19
16,8,78.02,31.19
16,8,78.22,31.19
16,8,78.48,31.19
16,8,78.63,31.19
16,8,78.82,31.19
16,8,79.05,31.19
16,8,79.27,31.19
16,8,79.57,31.19
16,8,79.9,31.21
16,8,80.23,31.21
16,8,80.6,31.21
16,8,80.95,31.21
16,8,81.3,31.21
16,8,81.67,31.21
16,8,82.08,31.21
16,8,82.47,31.21
16,8,82.85,31.19
16,8,83.25,31.19
16,8,83.68,31.19
16,8,84.12,31.19
16,8,84.45,31.23
16,8,84.82,31.23
16,8,85.17,31.23
16,8,85.52,31.23
16,8,85.75,31.21
16,8,86,31.21
16,8,86.27,31.21
16,8,86.5,31.21
16,8,86.75,31.23
16,8,87.02,31.23
16,8,87.3,31.23
16,8,87.62,31.23
16,8,87.92,31.23
16,8,88.2,31.23
16,8,88.33,31.23
16,8,88.4,31.23
16,8,88.43,31.23
16,8,88.47,31.23
16,8,88.5,31.23
16,8,88.53,31.23
16,8,88.55,31.23
16,8,88.48,31.23
16,8,88.45,31.23
16,8,88.42,31.23
16,8,88.37,31.23
16,8,88.27,31.23
16,8,88.15,31.23
16,8,88.12,31.23
16,8,88.02,31.25
16,8,87.92,31.25
16,8,87.83,31.25
16,8,87.73,31.25
16,8,87.68,31.23
16,8,87.62,31.23
16,8,87.55,31.23
16,8,87.42,31.23
16,8,87.32,31.23
16,8,87.37,31.23
16,8,87.45,31.23
16,8,87.63,31.23
16,8,87.88,31.25
16,8,88.02,31.25
16,8,88.18,31.25
16,8,88.37,31.25
16,8,88.47,31.25
16,8,88.52,31.25
16,8,88.57,31.25
16,8,88.38,31.25
16,8,88.23,31.27
16,8,88.12,31.27
16,8,87.97,31.27
16,8,87.78,31.27
16,8,87.55,31.27
16,8,87.3,31.27
16,8,87.05,31.27
16,8,86.8,31.27
16,8,86.53,31.29
16,8,86.28,31.29
16,8,85.95,31.29
16,8,85.65,31.29
16,8,85.35,31.29
16,8,85.03,31.29
16,8,84.72,31.29
16,8,84.28,31.29
16,8,84.4,31.29
16,8,84.47,31.29
16,8,84.6,31.29
16,8,84.73,31.29
16,8,84.85,31.31
16,8,84.97,31.31
16,8,85,31.31
16,8,85,31.31
16,8,84.9,31.31
16,8,84.82,31.31
16,8,84.95,31.31
16,8,85.07,31.31
16,8,85.23,31.31
16,8,85.43,31.31
16,8,85.67,31.31
16,8,85.87,31.31
16,8,86.15,31.33
16,8,86.5,31.33
16,8,86.85,31.33
16,8,87.18,31.33
16,8,87.53,31.33
16,8,87.9,31.33
16,8,88.27,31.33
16,8,88.6,31.33
16,8,88.97,31.35
16,8,89.32,31.35
16,8,89.63,31.35
16,8,89.9,31.35
16,8,90.1,31.35
16,8,90.3,31.35
16,8,90.45,31.35
16,8,90.67,31.35
16,8,90.85,31.37
16,8,90.93,31.37
16,8,91.02,31.37
16,8,91.08,31.37
16,8,90.9,31.37
16,8,90.75,31.37
16,8,90.55,31.37
16,8,90.33,31.37
16,8,90.28,31.35
16,8,90.2,31.35
16,8,90.05,31.35
16,8,90.17,31.35
16,8,90.3,31.37
16,8,90.43,31.37
16,8,90.53,31.37
16,8,90.65,31.37
16,8,90.75,31.37
16,8,90.95,31.37
16,8,91.07,31.37
16,8,91.22,31.37
16,8,91.38,31.39
16,8,91.5,31.39
16,8,91.7,31.39
16,8,91.97,31.39
16,8,92.28,31.39
16,8,92.62,31.39
16,8,92.97,31.39
16,8,93.47,31.39
16,8,93.52,31.39
16,8,93.58,31.39
16,8,93.58,31.39
16,8,93.6,31.39
16,8,93.63,31.41
16,8,93.65,31.41
16,8,93.72,31.41
16,8,93.82,31.41
16,8,94,31.39
16,8,94.23,31.39
16,8,94.47,31.39
16,8,94.67,31.39
16,8,94.78,31.41
16,8,94.88,31.41
16,8,94.95,31.41
16,8,95.03,31.41
16,8,95.07,31.41
16,8,95.03,31.41
16,8,94.9,31.41
16,8,94.88,31.41
16,8,94.85,31.43
16,8,94.83,31.43
16,8,94.83,31.43
16,8,94.82,31.43
16,8,94.8,31.41
16,8,94.82,31.41
16,8,94.87,31.41
16,8,94.93,31.41
16,8,95.08,31.41
16,8,95.2,31.41
16,8,95.33,31.41
16,8,95.45,31.41
16,8,95.58,31.41
16,8,95.7,31.41
