Longitude,Latitude,Altitude,Time,Speed
-99.1259994506836,19.51143455505371,2204.696533203125,2020-01-17 00:11:47+00:00,1.5491839872318698
-99.12593841552734,19.51140785217285,2205.87841796875,2020-01-17 00:11:51+00:00,1.541811245372306
-99.12588500976562,19.511381149291992,2207.151123046875,2020-01-17 00:11:56+00:00,0.788491450315096
-99.12590789794922,19.51137351989746,2207.151123046875,2020-01-17 00:12:05+00:00,0.7944903667206397
-99.12596893310547,19.511362075805664,2207.151123046875,2020-01-17 00:12:10+00:00,7.423774771708799
-99.12603759765625,19.511348724365234,2260.815673828125,2020-01-17 00:12:14+00:00,7.72858537569886
-99.12609100341797,19.511337280273438,2260.815673828125,2020-01-17 00:12:17+00:00,1.9155644456559928
-99.12614440917969,19.51132583618164,2260.815673828125,2020-01-17 00:12:20+00:00,1.7653206569166744
-99.12620544433594,19.511333465576172,2260.815673828125,2020-01-17 00:12:24+00:00,1.6864075593696486
-99.12625885009766,19.511371612548828,2260.815673828125,2020-01-17 00:12:28+00:00,1.2517657968744622
-99.12628936767578,19.511388778686523,2260.815673828125,2020-01-17 00:12:33+00:00,0.9015057915112659
-99.1263427734375,19.511415481567383,2260.815673828125,2020-01-17 00:12:39+00:00,1.112166684778535
-99.12638092041016,19.51145362854004,2260.815673828125,2020-01-17 00:12:44+00:00,0.9650516547246367
-99.12642669677734,19.511474609375,2260.815673828125,2020-01-17 00:12:51+00:00,1.120940512411316
-99.1264419555664,19.511539459228516,2260.815673828125,2020-01-17 00:12:56+00:00,1.4834654973179893
-99.12645721435547,19.5115909576416,2260.815673828125,2020-01-17 00:13:00+00:00,1.4965460354123774
-99.12648010253906,19.511640548706055,2260.815673828125,2020-01-17 00:13:04+00:00,1.4090717338057512
-99.12650299072266,19.511682510375977,2260.815673828125,2020-01-17 00:13:08+00:00,1.3882947348119425
-99.12654876708984,19.51173210144043,2260.815673828125,2020-01-17 00:13:13+00:00,1.388294596018837
-99.12657165527344,19.51177406311035,2260.815673828125,2020-01-17 00:13:17+00:00,1.2583810369556558
-99.12654113769531,19.51181983947754,2260.815673828125,2020-01-17 00:13:22+00:00,0.8595659629082926
-99.12652587890625,19.5118465423584,2259.54296875,2020-01-17 00:13:29+00:00,0.3527027071506561
-99.12651824951172,19.5118408203125,2257.08837890625,2020-01-17 00:13:43+00:00,0.6231679516827785
-99.12652587890625,19.51178550720215,2255.815673828125,2020-01-17 00:13:49+00:00,1.189114732556761
-99.12650299072266,19.511730194091797,2255.815673828125,2020-01-17 00:13:54+00:00,1.340360151614528
-99.12650299072266,19.511669158935547,2255.815673828125,2020-01-17 00:13:59+00:00,1.9464221783274438
-99.12651824951172,19.5116024017334,2255.815673828125,2020-01-17 00:14:02+00:00,2.3685152320408185
-99.12654113769531,19.511547088623047,2255.815673828125,2020-01-17 00:14:05+00:00,1.5634631260175
-99.1265640258789,19.511524200439453,2254.6337890625,2020-01-17 00:14:09+00:00,0.923859643889876
