Longitude,Latitude,Altitude,Time,Speed,HeartRate
-99.12614441,19.51087379,2270.05835,2020-01-17 00:51:25+00:00,1.040341791,<heartrate>114</heartrate>
-99.12610626,19.51083946,2270.05835,2020-01-17 00:51:30+00:00,0.965079014,<heartrate>115</heartrate>
-99.12606049,19.51081085,2270.05835,2020-01-17 00:51:37+00:00,0.890547428,<heartrate>114</heartrate>
-99.12600708,19.5108223,2270.05835,2020-01-17 00:51:43+00:00,0.848132675,<heartrate>115</heartrate>
-99.1259613,19.51083946,2270.05835,2020-01-17 00:51:50+00:00,0.837365914,<heartrate>113</heartrate>
-99.12591553,19.51087952,2270.05835,2020-01-17 00:51:57+00:00,0.980750692,<heartrate>111</heartrate>
-99.12587738,19.51092148,2270.05835,2020-01-17 00:52:03+00:00,0.997939328,<heartrate>111</heartrate>
-99.12587738,19.51098251,2270.05835,2020-01-17 00:52:10+00:00,1.255671556,<heartrate>113</heartrate>
-99.12591553,19.51104164,2270.05835,2020-01-17 00:52:15+00:00,1.619657329,<heartrate>113</heartrate>
-99.12591553,19.51110268,2270.05835,2020-01-17 00:52:19+00:00,1.494087662,<heartrate>115</heartrate>
-99.1259079,19.51114845,2270.05835,2020-01-17 00:52:23+00:00,0.936566387,<heartrate>115</heartrate>
-99.12594604,19.5111866,2270.05835,2020-01-17 00:52:33+00:00,0.926110573,<heartrate>117</heartrate>
-99.12599945,19.5112133,2270.05835,2020-01-17 00:52:38+00:00,0.926600285,<heartrate>119</heartrate>
-99.1260376,19.51122093,2270.05835,2020-01-17 00:52:45+00:00,0.82319946,<heartrate>119</heartrate>
-99.126091,19.5112648,2270.05835,2020-01-17 00:52:52+00:00,1.387147571,<heartrate>118</heartrate>
-99.12613678,19.51130867,2270.05835,2020-01-17 00:52:56+00:00,1.693718566,<heartrate>118</heartrate>
-99.12618256,19.51135063,2270.05835,2020-01-17 00:53:00+00:00,1.507502851,<heartrate>118</heartrate>
-99.12622833,19.51139259,2270.05835,2020-01-17 00:53:05+00:00,1.471399126,<heartrate>116</heartrate>
-99.12627411,19.51143074,2270.05835,2020-01-17 00:53:09+00:00,1.481038001,<heartrate>116</heartrate>
-99.12631989,19.51145363,2270.05835,2020-01-17 00:53:13+00:00,1.304302688,<heartrate>116</heartrate>
-99.12637329,19.51147842,2270.05835,2020-01-17 00:53:18+00:00,0.911848276,<heartrate>115</heartrate>
-99.12641907,19.51146126,2270.05835,2020-01-17 00:53:27+00:00,0.57437155,<heartrate>116</heartrate>
