Longitude,Latitude,Altitude,Time,Speed,HeartRate
-99.12302399,19.51563835,,2020-01-17 00:57:26+00:00,7.317422938,<heartrate>107</heartrate>
-99.12306976,19.51558876,,2020-01-17 00:57:27+00:00,4.502783773,<heartrate>107</heartrate>
-99.12307739,19.51557541,,2020-01-17 00:57:28+00:00,1.688143672,<heartrate>106</heartrate>
-99.12308502,19.51556206,,2020-01-17 00:57:29+00:00,1.05639693,<heartrate>106</heartrate>
-99.12308502,19.51555824,,2020-01-17 00:57:30+00:00,1.887305844,<heartrate>105</heartrate>
-99.12310791,19.51553726,,2020-01-17 00:57:31+00:00,4.114248428,<heartrate>105</heartrate>
-99.1231308,19.51549911,,2020-01-17 00:57:32+00:00,4.190893278,<heartrate>106</heartrate>
-99.12315369,19.51543999,,2020-01-17 00:57:34+00:00,4.237235294,<heartrate>107</heartrate>
-99.12319946,19.51536179,2157.380127,2020-01-17 00:57:36+00:00,5.317248584,<heartrate>108</heartrate>
-99.12322998,19.51531982,2157.380127,2020-01-17 00:57:37+00:00,6.301760227,<heartrate>108</heartrate>
-99.12329102,19.5152092,2157.380127,2020-01-17 00:57:39+00:00,7.894338857,<heartrate>108</heartrate>
-99.12333679,19.51514244,2157.380127,2020-01-17 00:57:40+00:00,12.95582393,<heartrate>108</heartrate>
-99.12359619,19.51394081,2157.380127,2020-01-17 00:57:48+00:00,10.20659825,<heartrate>106</heartrate>
-99.12361908,19.51391983,2157.380127,2020-01-17 00:57:49+00:00,3.425649633,<heartrate>106</heartrate>
-99.12366486,19.51387405,2157.380127,2020-01-17 00:57:51+00:00,3.329208643,<heartrate>107</heartrate>
-99.123703,19.51383018,2157.380127,2020-01-17 00:57:53+00:00,3.080323414,<heartrate>108</heartrate>
-99.12378693,19.51381302,2157.380127,2020-01-17 00:57:56+00:00,8.377203686,<heartrate>109</heartrate>
-99.12421417,19.51352692,2156.198242,2020-01-17 00:58:00+00:00,8.20505266,<heartrate>110</heartrate>
-99.12422943,19.51350784,2156.198242,2020-01-17 00:58:01+00:00,4.425209945,<heartrate>110</heartrate>
-99.12431335,19.51342964,2156.198242,2020-01-17 00:58:03+00:00,7.447481036,<heartrate>111</heartrate>
-99.12438202,19.51338577,2156.198242,2020-01-17 00:58:04+00:00,8.933488348,<heartrate>111</heartrate>
-99.12445831,19.51334572,2156.198242,2020-01-17 00:58:05+00:00,9.424514815,<heartrate>113</heartrate>
-99.12454224,19.51330948,2156.198242,2020-01-17 00:58:06+00:00,9.325038798,<heartrate>113</heartrate>
-99.12461853,19.51327324,2156.198242,2020-01-17 00:58:07+00:00,8.917488829,<heartrate>115</heartrate>
-99.12469482,19.51323891,2156.198242,2020-01-17 00:58:08+00:00,8.826033859,<heartrate>115</heartrate>
-99.12477112,19.51320648,2156.198242,2020-01-17 00:58:09+00:00,8.698417354,<heartrate>116</heartrate>
-99.12484741,19.51317787,2156.198242,2020-01-17 00:58:10+00:00,7.932464083,<heartrate>116</heartrate>
-99.12490845,19.51314735,2156.198242,2020-01-17 00:58:11+00:00,7.607444977,<heartrate>117</heartrate>
-99.12497711,19.51311684,2156.198242,2020-01-17 00:58:12+00:00,7.558926604,<heartrate>117</heartrate>
-99.12503815,19.51308823,2156.198242,2020-01-17 00:58:13+00:00,7.106405116,<heartrate>116</heartrate>
-99.12509918,19.51306152,2156.198242,2020-01-17 00:58:14+00:00,7.017046932,<heartrate>116</heartrate>
-99.12516022,19.51303673,2156.198242,2020-01-17 00:58:15+00:00,6.658470275,<heartrate>115</heartrate>
-99.12521362,19.51301003,2156.198242,2020-01-17 00:58:16+00:00,6.65847117,<heartrate>115</heartrate>
-99.12527466,19.51298523,2156.198242,2020-01-17 00:58:17+00:00,6.610130939,<heartrate>116</heartrate>
-99.12532806,19.51296043,2156.198242,2020-01-17 00:58:18+00:00,5.947564375,<heartrate>116</heartrate>
-99.12537384,19.51293373,2156.198242,2020-01-17 00:58:19+00:00,6.047020474,<heartrate>116</heartrate>
-99.12542725,19.51290512,2156.198242,2020-01-17 00:58:20+00:00,10.97226604,<heartrate>116</heartrate>
-99.12595367,19.51241684,2156.198242,2020-01-17 00:58:25+00:00,8.916644008,<heartrate>118</heartrate>
-99.12596893,19.51240158,2156.198242,2020-01-17 00:58:26+00:00,5.824400186,<heartrate>118</heartrate>
-99.12614441,19.51221275,2156.198242,2020-01-17 00:58:29+00:00,5.322100598,<heartrate>119</heartrate>
-99.12615204,19.51220322,2156.198242,2020-01-17 00:58:30+00:00,2.364669655,<heartrate>119</heartrate>
-99.1262207,19.51213837,2156.198242,2020-01-17 00:58:33+00:00,3.860950112,<heartrate>119</heartrate>
-99.12627411,19.51207924,2156.198242,2020-01-17 00:58:35+00:00,4.445767212,<heartrate>121</heartrate>
-99.12632751,19.51201439,2156.198242,2020-01-17 00:58:37+00:00,5.13927858,<heartrate>120</heartrate>
-99.12643433,19.51189804,2156.198242,2020-01-17 00:58:40+00:00,5.686260403,<heartrate>119</heartrate>
-99.12646484,19.51185608,2156.198242,2020-01-17 00:58:41+00:00,5.600821753,<heartrate>119</heartrate>
-99.12651825,19.51177025,2156.198242,2020-01-17 00:58:43+00:00,5.254786624,<heartrate>119</heartrate>
-99.12656403,19.51169205,2156.198242,2020-01-17 00:58:45+00:00,4.187485083,<heartrate>119</heartrate>
-99.12658691,19.51163483,2156.198242,2020-01-17 00:58:47+00:00,2.806958716,<heartrate>120</heartrate>
-99.12657928,19.5115757,2156.198242,2020-01-17 00:58:50+00:00,1.996262286,<heartrate>120</heartrate>
-99.12654877,19.51151848,2156.198242,2020-01-17 00:58:54+00:00,1.82546208,<heartrate>120</heartrate>
-99.12654114,19.51145172,2156.198242,2020-01-17 00:58:58+00:00,1.703974786,<heartrate>121</heartrate>
-99.12654114,19.51139641,2156.198242,2020-01-17 00:59:02+00:00,1.336010585,<heartrate>121</heartrate>
-99.12651062,19.51135445,2156.198242,2020-01-17 00:59:07+00:00,0.754406231,<heartrate>119</heartrate>
-99.12649536,19.51133156,2156.198242,2020-01-17 00:59:15+00:00,0.648111687,<heartrate>118</heartrate>
-99.12649536,19.51128197,2156.198242,2020-01-17 00:59:21+00:00,1.291036359,<heartrate>119</heartrate>
-99.12646484,19.51124763,2156.198242,2020-01-17 00:59:24+00:00,1.394335535,<heartrate>119</heartrate>
-99.12644196,19.51120186,2156.198242,2020-01-17 00:59:29+00:00,1.179028568,<heartrate>119</heartrate>
-99.1264267,19.51114845,2156.198242,2020-01-17 00:59:34+00:00,1.235609501,<heartrate>119</heartrate>
-99.12639618,19.51110077,2156.198242,2020-01-17 00:59:39+00:00,0.94813964,<heartrate>118</heartrate>
-99.1263504,19.5110817,2156.198242,2020-01-17 00:59:47+00:00,1.133595881,<heartrate>118</heartrate>
-99.12628937,19.51103783,2156.198242,2020-01-17 00:59:52+00:00,1.91339365,<heartrate>117</heartrate>
-99.12625122,19.51099014,2156.198242,2020-01-17 00:59:55+00:00,2.30113446,<heartrate>119</heartrate>
-99.12620544,19.51094246,2156.198242,2020-01-17 00:59:58+00:00,2.855019141,<heartrate>117</heartrate>
-99.12612915,19.51088905,2156.198242,2020-01-17 01:00:01+00:00,2.85398386,<heartrate>117</heartrate>
-99.12606812,19.51091766,2156.198242,2020-01-17 01:00:04+00:00,2.115380645,<heartrate>115</heartrate>
-99.12602234,19.51094246,2156.198242,2020-01-17 01:00:07+00:00,1.655239428,<heartrate>115</heartrate>
-99.12596893,19.51095772,2156.198242,2020-01-17 01:00:11+00:00,1.532909309,<heartrate>117</heartrate>
-99.1259079,19.51095963,2156.198242,2020-01-17 01:00:15+00:00,1.501241401,<heartrate>116</heartrate>
-99.12586212,19.5110054,2156.198242,2020-01-17 01:00:20+00:00,2.137254509,<heartrate>120</heartrate>
-99.12588501,19.51107979,2156.198242,2020-01-17 01:00:23+00:00,2.773237237,<heartrate>120</heartrate>
-99.12590027,19.51115036,2156.198242,2020-01-17 01:00:26+00:00,2.557121953,<heartrate>120</heartrate>
-99.12590027,19.51119423,2156.198242,2020-01-17 01:00:28+00:00,1.708725888,<heartrate>120</heartrate>
-99.12587738,19.51123238,2156.198242,2020-01-17 01:00:33+00:00,0.739426259,<heartrate>122</heartrate>
-99.12591553,19.51122856,2156.198242,2020-01-17 01:00:41+00:00,1.152557006,<heartrate>123</heartrate>
-99.12598419,19.51122665,2156.198242,2020-01-17 01:00:45+00:00,2.063278645,<heartrate>124</heartrate>
-99.12604523,19.51125145,2156.198242,2020-01-17 01:00:48+00:00,2.207719222,<heartrate>123</heartrate>
-99.126091,19.51128769,2156.198242,2020-01-17 01:00:51+00:00,1.275195709,<heartrate>122</heartrate>
-99.12630463,19.51139259,2156.198242,2020-01-17 01:01:46+00:00,0.730801867,<heartrate>132</heartrate>
-99.12645721,19.51138496,2156.198242,2020-01-17 01:02:02+00:00,0.960496048,<heartrate>142</heartrate>
-99.12651825,19.51141739,2156.198242,2020-01-17 01:02:10+00:00,1.435686858,<heartrate>142</heartrate>
-99.12654114,19.51148415,2156.198242,2020-01-17 01:02:14+00:00,2.876698127,<heartrate>141</heartrate>
-99.12652588,19.5115509,2156.198242,2020-01-17 01:02:16+00:00,3.45278487,<heartrate>141</heartrate>
-99.12651825,19.51160622,2156.198242,2020-01-17 01:02:18+00:00,2.587186515,<heartrate>141</heartrate>
-99.12652588,19.51166153,2156.198242,2020-01-17 01:02:21+00:00,1.64469503,<heartrate>141</heartrate>
-99.12654877,19.51169968,2156.198242,2020-01-17 01:02:25+00:00,1.174678535,<heartrate>141</heartrate>
-99.12659454,19.51172638,2156.198242,2020-01-17 01:02:30+00:00,1.003297747,<heartrate>141</heartrate>
-99.12664032,19.51176071,2156.198242,2020-01-17 01:02:37+00:00,0.955876913,<heartrate>144</heartrate>
-99.12663269,19.51181602,2156.198242,2020-01-17 01:02:43+00:00,0.955876818,<heartrate>145</heartrate>
-99.12658691,19.51185036,2156.198242,2020-01-17 01:02:50+00:00,0.857859955,<heartrate>147</heartrate>
-99.12657928,19.51179504,2153.652832,2020-01-17 01:02:58+00:00,0.863418154,<heartrate>144</heartrate>
-99.12654877,19.51183128,2152.289307,2020-01-17 01:03:04+00:00,0.830724423,<heartrate>142</heartrate>
-99.12654877,19.51176262,2151.107422,2020-01-17 01:03:14+00:00,0.930538004,<heartrate>138</heartrate>
-99.12654877,19.51171494,2149.925537,2020-01-17 01:03:19+00:00,1.005460242,<heartrate>131</heartrate>
-99.12650299,19.51169014,2149.925537,2020-01-17 01:03:25+00:00,0.918992829,<heartrate>131</heartrate>
-99.12654877,19.51164055,2149.925537,2020-01-17 01:03:33+00:00,1.305208449,<heartrate>131</heartrate>
-99.12660217,19.51160622,2149.925537,2020-01-17 01:03:37+00:00,0.879504757,<heartrate>129</heartrate>
-99.1265564,19.51157188,2149.925537,2020-01-17 01:05:14+00:00,0.06327999,<heartrate>129</heartrate>
