Longitude,Latitude,Altitude,Time,Speed,HeartRate
-99.12627411,19.51150131,2244.739258,2020-01-17 00:41:37+00:00,1.095491692,<heartrate>140</heartrate>
-99.12631989,19.51148224,2244.739258,2020-01-17 00:41:42+00:00,1.059133106,<heartrate>140</heartrate>
-99.12638092,19.51148033,2244.739258,2020-01-17 00:41:48+00:00,1.409315442,<heartrate>139</heartrate>
-99.1264267,19.51152611,2244.739258,2020-01-17 00:41:52+00:00,1.73843416,<heartrate>138</heartrate>
-99.1264801,19.51156235,2244.739258,2020-01-17 00:41:56+00:00,1.524017855,<heartrate>130</heartrate>
-99.12650299,19.51161766,2244.739258,2020-01-17 00:42:01+00:00,1.561714006,<heartrate>127</heartrate>
-99.12652588,19.5116787,2244.739258,2020-01-17 00:42:05+00:00,1.995202174,<heartrate>127</heartrate>
-99.1265564,19.51173019,2244.739258,2020-01-17 00:42:08+00:00,1.750952771,<heartrate>129</heartrate>
-99.12657928,19.51177216,2244.739258,2020-01-17 00:42:12+00:00,1.0205305,<heartrate>130</heartrate>
-99.12657928,19.51181793,2244.739258,2020-01-17 00:42:19+00:00,0.738908153,<heartrate>127</heartrate>
-99.12657166,19.51187134,2244.739258,2020-01-17 00:42:27+00:00,0.573313949,<heartrate>126</heartrate>
-99.12662506,19.51189613,2242.193848,2020-01-17 00:42:44+00:00,0.443938051,<heartrate>121</heartrate>
-99.12658691,19.51186562,2240.921143,2020-01-17 00:42:55+00:00,0.863417405,<heartrate>120</heartrate>
-99.12661743,19.51192474,2239.739258,2020-01-17 00:43:01+00:00,1.064989156,<heartrate>119</heartrate>
-99.12660217,19.51184654,2238.466553,2020-01-17 00:43:11+00:00,1.242390267,<heartrate>116</heartrate>
-99.12658691,19.51179123,2238.466553,2020-01-17 00:43:15+00:00,1.616257734,<heartrate>118</heartrate>
-99.12657166,19.51173401,2238.466553,2020-01-17 00:43:19+00:00,1.820778539,<heartrate>121</heartrate>
-99.12656403,19.5116806,2238.466553,2020-01-17 00:43:22+00:00,1.796011872,<heartrate>122</heartrate>
-99.12656403,19.51162338,2238.466553,2020-01-17 00:43:26+00:00,1.7882444,<heartrate>121</heartrate>
-99.12657928,19.51157188,2238.466553,2020-01-17 00:43:29+00:00,2.086673067,<heartrate>118</heartrate>
-99.12659454,19.51151466,2238.466553,2020-01-17 00:43:32+00:00,2.024346543,<heartrate>117</heartrate>
-99.12658691,19.51146507,2238.466553,2020-01-17 00:43:35+00:00,1.859397674,<heartrate>115</heartrate>
