DIA,MES,HR,TEMP
24,8,53.67,32.49
24,8,56,32.49
24,8,57.6,32.49
24,8,61.17,32.49
24,8,63.14,32.49
24,8,64.62,32.49
24,8,65.78,32.47
24,8,66.7,32.47
24,8,67.55,32.47
24,8,68.42,32.47
24,8,69.23,32.47
24,8,69.5,32.47
24,8,69.73,32.47
24,8,69.94,32.47
24,8,70.29,32.47
24,8,70.61,32.47
24,8,70.84,32.47
24,8,70.95,32.47
24,8,70.52,32.49
24,8,70.14,32.49
24,8,69.78,32.49
24,8,69.5,32.49
24,8,69.28,32.49
24,8,69.08,32.49
24,8,69,32.49
24,8,68.96,32.49
24,8,68.97,32.47
24,8,69,32.47
24,8,69.06,32.47
24,8,69.12,32.47
24,8,69.18,32.47
24,8,69.26,32.47
24,8,69.37,32.47
24,8,69.5,32.47
24,8,69.65,32.49
24,8,69.79,32.49
24,8,69.92,32.49
24,8,70.05,32.49
24,8,70.2,32.49
24,8,70.33,32.49
24,8,70.44,32.49
24,8,70.52,32.49
24,8,70.58,32.47
24,8,70.63,32.47
24,8,70.64,32.47
24,8,71.04,32.47
24,8,70.86,32.45
24,8,70.7,32.45
24,8,70.57,32.45
24,8,71.06,32.45
24,8,71.53,32.47
24,8,71.98,32.47
24,8,72.42,32.47
24,8,72.82,32.47
24,8,73.16,32.49
24,8,73.47,32.49
24,8,73.83,32.49
24,8,74.17,32.49
24,8,74.93,32.53
24,8,75.67,32.53
24,8,76.15,32.53
24,8,76.67,32.53
24,8,77.23,32.5
24,8,77.53,32.5
24,8,77.9,32.5
24,8,78.23,32.5
24,8,78.62,32.5
24,8,79.05,32.5
24,8,79.25,32.5
24,8,79.28,32.5
24,8,79.3,32.5
24,8,79.32,32.5
24,8,79.8,32.5
24,8,80.2,32.5
24,8,80.93,32.5
24,8,81.67,32.5
24,8,82.42,32.5
24,8,83.2,32.5
24,8,83.17,32.49
24,8,83.13,32.49
24,8,83.1,32.49
24,8,83,32.49
24,8,82.88,32.5
24,8,82.75,32.5
24,8,82.57,32.5
24,8,82.35,32.5
24,8,82.08,32.5
24,8,81.8,32.5
24,8,81.5,32.5
24,8,81.2,32.5
24,8,80.9,32.47
24,8,80.6,32.47
24,8,80.32,32.47
24,8,80.08,32.47
24,8,79.82,32.49
24,8,79.57,32.49
24,8,79.45,32.49
24,8,79.35,32.49
24,8,79.25,32.5
24,8,79.17,32.5
24,8,79.12,32.5
24,8,79.1,32.5
24,8,79.13,32.5
24,8,79.22,32.5
24,8,79.27,32.5
24,8,79,32.5
24,8,79.2,32.53
24,8,79.37,32.53
24,8,79.52,32.53
24,8,79.12,32.53
24,8,78.77,32.53
24,8,78.47,32.53
24,8,77.92,32.53
24,8,77.38,32.53
24,8,76.88,32.53
24,8,76.4,32.53
24,8,75.83,32.53
24,8,75.3,32.53
24,8,74.77,32.53
24,8,74.27,32.53
24,8,73.77,32.53
24,8,73.25,32.53
24,8,72.67,32.55
24,8,72.1,32.55
24,8,71.52,32.55
24,8,70.97,32.55
24,8,70.35,32.55
24,8,69.7,32.55
24,8,69.27,32.55
24,8,69.18,32.55
